title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
Clara,https://www.nytimes.com/2019/05/02/movies/clara-review.html,a ruthless empiricist searching for life beyond earth learns a thing or two about life on the planet.,the new york times,"subject: movies;creative_works: clara (movie);persons: adams, patrick j;persons: esmer, ennis (1978- );persons: sherman, akash;",2019-05-02t11:00:04+0000,256,‘clara’ review: love means never having to say you’re starry,none,none,clara,none,none,none,by ben kenigsberg,none,false,/7zkamah0naxjhcq6tskyiueuikl.jpg,none,0,"[{'id': 878, 'name': 'science fiction'}, {'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",,466532,tt6613878,en,clara,an astronomer becomes obsessed with searching the cosmos for signs of life beyond earth which leads to a shocking discovery.,9.659,/qweso4ob5duphsl54wskvohiu9a.jpg,"[{'id': 805, 'logo_path': '/a83wg8qza4jdaudhjl0g3ig6w4m.png', 'name': 'serendipity point films', 'origin_country': 'ca'}]","[{'iso_3166_1': 'ca', 'name': 'canada'}]",2018-11-30,0,106,"[{'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,never stop looking,false,7.572,195
Kalank,https://www.nytimes.com/2019/04/19/movies/kalank-review.html,abhishek varman’s maximalist melodrama delivers spectacle (some of it mind-numbing) but fails to tell a gripping story.,the new york times,"subject: movies;creative_works: kalank (movie);persons: varman, abhishek;",2019-04-19t15:38:08+0000,479,‘kalank’ review: a bollywood love story in the shadow of partition,none,none,an extravagant spectacle,none,none,none,by rachel saltz,none,false,/dcoqmfvrcpw2ltcujoxsamzog9n.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",,556271,tt6988116,hi,कलंक,"set in 1945, in pre-independent india, the elite, opulent and solemn world of the chaudhry family, and the wild, mysterious and musical underbelly of the town, hira mandi, clash when roop chaudhry encounters zafar, a daredevil from hira mandi, unleashing deep-buried truths, secrets of betrayal and affairs that threaten to bring both worlds crashing down.",10.692,/ewdwp02kxuvwo2z0sywhyza7cnk.jpg,"[{'id': 19146, 'logo_path': '/5ff25ornzvnhm5skuavmar556nb.png', 'name': 'dharma productions', 'origin_country': 'in'}, {'id': 60536, 'logo_path': '/chmifiurhqvr6ewcrzxiwuawven.png', 'name': 'nadiadwala grandson entertainment', 'origin_country': 'in'}, {'id': 12154, 'logo_path': '/sohlz02xc4tmvtl4qy08datnjxl.png', 'name': 'star studios', 'origin_country': 'in'}]","[{'iso_3166_1': 'in', 'name': 'india'}]",2019-04-17,0,166,"[{'english_name': 'hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",released,,false,5.531,48
Rafiki,https://www.nytimes.com/2019/04/18/movies/rafiki-review.html,the story of a romance between two kenyan women was shown at cannes after being banned in kenya.,the new york times,"subject: movies;persons: kahiu, wanuri;creative_works: rafiki (movie);persons: mugatsia, samantha;persons: munyiva, sheila;",2019-04-18t11:00:06+0000,251,"‘rafiki’ review: falling in love, illegally",none,none,rafiki,none,none,none,by ben kenigsberg,none,false,/zmiqpwugpdnc6gosl5ull7kmkmg.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",http://www.mpmfilm.com/rafiki-2/,517987,tt8286894,sw,rafiki,"kena and ziki long for something more. despite the political rivalry between their families, the girls resist and remain close friends, supporting each other to pursue their dreams in a conservative society. when love blossoms between them, the two girls will be forced to choose between happiness and safety.",9.123,/letzgjyvmyyahcyncyhzn75tyye.jpg,"[{'id': 91556, 'logo_path': '/vbg75xkpk3sgmfwctq67i6owxin.png', 'name': 'ape&bjørn', 'origin_country': 'no'}, {'id': 91726, 'logo_path': '/6rhosrjnedojqv8boivqz68xix8.png', 'name': 'big world cinema', 'origin_country': 'za'}, {'id': 51399, 'logo_path': '/8dvx9ih99mokt9eys3spxsnx9gd.png', 'name': 'mpm film', 'origin_country': 'fr'}, {'id': 703, 'logo_path': '/lmv4tevpqwjxiaidsasu7vdh1ic.png', 'name': 'razor film produktion', 'origin_country': 'de'}, {'id': 24306, 'logo_path': '/hpg4b9omampptq6utnsdvl0bbcu.png', 'name': 'rinkel film', 'origin_country': 'nl'}, {'id': 104615, 'logo_path': '/vxvqa5arpfxela6ctw7pfcexq8u.png', 'name': 'schortcut films', 'origin_country': 'lb'}, {'id': 168181, 'logo_path': '/adhpt0frw86w80jptjro96pqje4.png', 'name': 'tango entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'ke', 'name': 'kenya'}, {'iso_3166_1': 'za', 'name': 'south africa'}]",2018-09-26,181316,82,"[{'english_name': 'swahili', 'iso_639_1': 'sw', 'name': 'kiswahili'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,7.0,134
Diane,https://www.nytimes.com/2019/03/28/movies/diane-review.html,"mary kay place is astonishing as a weary widow dealing with guilt, heartache and a diminishing circle of friends.",the new york times,"subject: movies;creative_works: diane (movie);persons: jones, kent;persons: place, mary kay;persons: parsons, estelle;persons: martin, andrea (1947- );",2019-03-28t11:00:01+0000,511,"‘diane’ review: a vibrant tale of love, sisterhood and decline",critic’s pick,none,"a vibrant tale of love, sisterhood and decline",none,none,none,by jeannette catsoulis,none,false,/2jlmu0yvunwb2rgyqy6ewbgw86y.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,510034,tt6705860,en,diane,"diane is a devoted friend and caretaker, particularly to her drug-addicted son. but as those around her begin to drift away in the last quarter of her life, she is left to reckon with past choices and long-dormant memories.",2.201,/vqswx0b6g5wajvciuh4tmmhd1i8.jpg,"[{'id': 99963, 'logo_path': '/wi5jp4jpvbeb9qk97nhickmurnz.png', 'name': 'sight unseen pictures', 'origin_country': 'us'}, {'id': 113397, 'logo_path': '/i2hedxaggoqh31iybyiukqddcky.png', 'name': 'agx', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-03-28,0,96,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.2,34
Five Feet Apart,https://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,haley lu richardson and cole sprouse navigate the rules of attraction and of a hospital in this film about living with cystic fibrosis.,the new york times,"subject: movies;creative_works: five feet apart (movie);persons: baldoni, justin;",2019-03-14t13:00:07+0000,258,‘five feet apart’ review: ailing teenagers live dangerously for love,none,none,five feet apart,none,none,none,by ben kenigsberg,none,false,/27zkymwynuk2qidp6awc3mscaos.jpg,none,7000000,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",,527641,tt6472976,en,five feet apart,"seventeen-year-old stella spends most of her time in the hospital as a cystic fibrosis patient. her life is full of routines, boundaries and self-control — all of which get put to the test when she meets will, an impossibly charming teen who has the same illness. there's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. as their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",56.64,/kretujbkujvweprfhhzuyfhne1t.jpg,"[{'id': 84409, 'logo_path': none, 'name': 'wayfarer entertainment', 'origin_country': 'us'}, {'id': 5490, 'logo_path': '/xujsr4dwsvke194aemijwflynf2.png', 'name': 'cbs films', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-03-14,92600000,116,"[{'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}]",released,"when life keeps you apart, fight for every inch.",false,8.276,5352
Ash Is Purest White,https://www.nytimes.com/2019/03/13/movies/ash-is-purest-white-review.html,"in jia zhangke’s enthralling new feature, zhao tao and liao fan portray an underworld power couple at the mercy of time and fate.",the new york times,subject: movies;persons: jia zhang ke;persons: liao fan (1974- );persons: zhao tao (1977- );creative_works: ash is purest white (movie);,2019-03-13t15:44:46+0000,911,‘ash is purest white’ review: love smolders and crime pays in a changing china,critic’s pick,none,"gangsters’ paradise lost, in china",none,none,none,by a.o. scott,none,false,/hyrlqrhhxxsekjj10e0xtbcmzwc.jpg,none,0,"[{'id': 80, 'name': 'crime'}, {'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",,441393,tt7298400,zh,江湖儿女,"set in china's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. on release from prison 5 years later, she sets out to find him.",14.455,/l6ukf23uwko25x7uemnt0h4r5gr.jpg,"[{'id': 6274, 'logo_path': '/7mauxkvk7nbkils08jwlcjxwkzj.png', 'name': 'mk2 films', 'origin_country': 'fr'}, {'id': 1079, 'logo_path': none, 'name': 'xstream pictures', 'origin_country': 'cn'}, {'id': 567, 'logo_path': none, 'name': 'office kitano', 'origin_country': 'jp'}, {'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'jp', 'name': 'japan'}, {'iso_3166_1': 'cn', 'name': 'china'}]",2018-09-21,0,141,"[{'english_name': 'mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",released,,false,6.854,287
Gloria Bell,https://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html,the chilean writer-director sebastián lelio finds a perfect partner in moore for this fantastic remake of his 2013 movie “gloria.”,the new york times,"subject: movies;creative_works: gloria bell (movie);persons: moore, julianne;persons: turturro, john;persons: lelio, sebastian;",2019-03-07t18:49:47+0000,991,‘gloria bell’ review: love is in the air for a transcendent julianne moore,critic’s pick,none,"love, and some laughter, is in the air",none,none,none,by manohla dargis,none,false,/547fjelv7immesjrmkk2fevhjvf.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",https://a24films.com/films/gloria-bell,491473,tt6902696,en,gloria bell,"gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around los angeles. after meeting arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",12.669,/otfawqxuceuszmifa4awkisdccq.jpg,"[{'id': 7493, 'logo_path': '/fhityiguckrafgt6vpyqlxwlkdp.png', 'name': 'filmnation entertainment', 'origin_country': 'us'}, {'id': 21546, 'logo_path': '/nb186byqkvbiuy9nc3us9nlbst1.png', 'name': 'fabula', 'origin_country': 'cl'}, {'id': 11341, 'logo_path': '/xyttbodey3p20kshl4ftxr483iv.png', 'name': 'stage 6 films', 'origin_country': 'us'}]","[{'iso_3166_1': 'cl', 'name': 'chile'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-03-07,11145006,102,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,love. life.,false,5.929,296
Black Mother,https://www.nytimes.com/2019/03/06/movies/black-mother-review.html,"in khalik allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.",the new york times,"subject: documentary films and programs;persons: allah, khalik (1985- );creative_works: black mother (movie);",2019-03-06t18:30:16+0000,380,‘black mother’ review: exploring the roots of life itself,critic’s pick,none,"exploring the roots of life itself, with love",none,none,none,by glenn kenny,none,false,/25gxdhmdk58ga9l1ubuailwjfcg.jpg,none,0,"[{'id': 99, 'name': 'documentary'}]",https://dogwoof.com/blackmother,500859,tt8099132,en,black mother,"part film, part baptism, in black mother director khalik allah brings us on a spiritual journey through jamaica. soaking up its bustling metropolises and tranquil countryside, allah introduces us to a succession of vividly rendered souls who call this island home. their candid testimonies create a polyphonic symphony, set against a visual prayer of indelible portraiture. thoroughly immersed between the sacred and profane, black mother channels rebellion and reverence into a deeply personal ode informed by jamaica’s turbulent history but existing in the urgent present.",1.279,/6ld2qzwm7ckxlcme6ydmdxjw4uv.jpg,"[{'id': 12219, 'logo_path': '/cu5xtxf1nboedtwqnjtgc1ilhbs.png', 'name': 'cinereach', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-11-02,0,77,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.6,16
The Hole in the Ground,https://www.nytimes.com/2019/02/28/movies/the-hole-in-the-ground-review.html,"something strange is going on in the irish countryside, and it’s not just the giant roiling pit of dirt.",the new york times,"subject: movies;creative_works: the hole in the ground (movie);persons: cronin, lee (film director);",2019-02-28t12:00:09+0000,291,‘the hole in the ground’ review: a horror film is suffocated by a mother’s love,none,none,the hole  in the ground,none,none,none,by teo bugbee,none,false,/wtnfy6b5qcergjgcgbglzadesj1.jpg,none,0,"[{'id': 27, 'name': 'horror'}]",,484437,tt6198946,en,the hole in the ground,"trying to escape her broken past, sarah o’neill is building a new life on the fringes of a backwood rural town with her young son chris. a terrifying encounter with a mysterious neighbour shatters her fragile security, throwing sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",18.267,/7dmrjzh9awpsn5d19cexab9vdzw.jpg,"[{'id': 61922, 'logo_path': '/agpysvtffh8d8ujekpzd3gt9m7k.png', 'name': 'bankside films', 'origin_country': 'gb'}, {'id': 53509, 'logo_path': '/xmjmass7bdsqpvodjykdqkinhux.png', 'name': 'wrong men', 'origin_country': 'be'}, {'id': 5056, 'logo_path': '/583its4w9sk31fnjwkirwaptpzb.png', 'name': 'head gear films', 'origin_country': 'gb'}, {'id': 25954, 'logo_path': '/oga9ds7gzgbz0iz4jfuvtbmbv1c.png', 'name': 'metrol technology', 'origin_country': 'gb'}, {'id': 45732, 'logo_path': '/lp13zzw7gc3syx1j2ddqaou0dt.png', 'name': 'savage productions', 'origin_country': 'ie'}, {'id': 16214, 'logo_path': '/upbm0dqnlbq6clbigdonxqkka9z.png', 'name': 'made', 'origin_country': 'fi'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'fi', 'name': 'finland'}, {'iso_3166_1': 'ie', 'name': 'ireland'}]",2019-03-01,3373474,90,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,fear the familiar.,false,5.624,639
How to Train Your Dragon: The Hidden World,https://www.nytimes.com/2019/02/20/movies/how-to-train-your-dragon-hidden-world-review.html,the third in this franchise concerns the exigencies that poor hiccup must face as the leader of berk.,the new york times,"subject: movies;persons: deblois, dean;persons: baruchel, jay;persons: abraham, f murray;persons: ferrera, america;creative_works: how to train your dragon: the hidden world (movie);",2019-02-21t00:02:36+0000,531,‘how to train your dragon: the hidden world’ review: a series scales up,none,none,love takes wing amid trouble in utopia,none,none,none,by ben kenigsberg,none,false,/h3kn24prohehvys9ypuoidfbepx.jpg,"{'id': 89137, 'name': 'how to train your dragon collection', 'poster_path': '/hs8y3bcpki0gqkrqegqvaz6bijk.jpg', 'backdrop_path': '/vzgpvblwiinpy44pntvdqrox5ut.jpg'}",129000000,"[{'id': 16, 'name': 'animation'}, {'id': 10751, 'name': 'family'}, {'id': 12, 'name': 'adventure'}]",https://www.howtotrainyourdragon.com/,166428,tt2386490,en,how to train your dragon: the hidden world,"as hiccup fulfills his dream of creating a peaceful dragon utopia, toothless’ discovery of an untamed, elusive mate draws the night fury away. when danger mounts at home and hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",87.619,/xvx4yhf0dvh8g4lznispmffbdy2.jpg,"[{'id': 521, 'logo_path': '/kp7t6rwgz2avvtkvni1uteewhet.png', 'name': 'dreamworks animation', 'origin_country': 'us'}, {'id': 20154, 'logo_path': none, 'name': 'mad hatter entertainment', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-01-03,524580592,104,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,the friendship of a lifetime,false,7.752,5982
Sorry Angel,https://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html,"set in early 1990s paris, christophe honoré’s new film presents us with a middle-aged, h.i.v.-stricken writer falling, wearily, for a bookish 20-something.",the new york times,"subject: movies;creative_works: sorry angel (movie);persons: honore, christophe;",2019-02-12t21:46:52+0000,491,"‘sorry angel’ review: a love affair two men start, knowing the end",critic’s pick,none,attraction: that’s the easy part,none,none,none,by glenn kenny,none,false,/qogwutp37qfh1zinmrj2u1ppjyj.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",,485189,tt7534054,fr,"plaire, aimer et courir vite",jacques is a writer living in paris. he hasn't turned 40 but already mistrusts that the best in life is yet to come. arthur is a student living in brittany. he reads and smiles a lot and refuses to think that everything in life might not be possible. jacques and arthur will like each other. just like in a lovely dream. just like in a sad story.,14.62,/rbprcbxwmjlsvlvutuwknyoiwul.jpg,"[{'id': 12389, 'logo_path': '/6yilbevohtpctb4lwaueaq091it.png', 'name': 'les films pelléas', 'origin_country': 'fr'}, {'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}, {'id': 310, 'logo_path': '/4gp5a4ydjpbfsht47nghmaxwmb9.png', 'name': 'cnc', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}]",2018-05-09,1631910,132,"[{'english_name': 'spanish', 'iso_639_1': 'es', 'name': 'español'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}]",released,,false,6.827,208
"Berlin, I Love You",https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"the once-divided nature of berlin isn’t given much consideration in this film, part of the cities of love series.",the new york times,"subject: movies;creative_works: berlin, i love you (movie);persons: agron, dianna;persons: knightley, keira;persons: luna, diego;persons: mirren, helen;persons: rourke, mickey;persons: wilson, luke;",2019-02-07t12:00:01+0000,227,"‘berlin, i love you’ review: many stories, not much feeling",none,none,"berlin, i love you",none,none,none,by glenn kenny,none,false,/gmqgmsx8sri7xx9f39qf7fddpug.jpg,"{'id': 626668, 'name': 'cities of love collection', 'poster_path': '/xus31uodmwhnbb6dfkuezoyqni3.jpg', 'backdrop_path': '/hpln7zijnonptcoeser2mnlvbc9.jpg'}",0,"[{'id': 18, 'name': 'drama'}]",,401686,tt2275743,en,"berlin, i love you",an anthology feature of 10 stories of romance set in the german capital.,9.972,/i9ldjjwgyiaokvg7nttcq5ox4no.jpg,"[{'id': 1632, 'logo_path': '/cisln1yauuptxvba0xjq7st9ch0.png', 'name': 'lionsgate', 'origin_country': 'us'}, {'id': 76992, 'logo_path': '/mw3j3p8suqjklsjqrlkusdo9xr6.png', 'name': 'saban films', 'origin_country': 'us'}, {'id': 76991, 'logo_path': '/pqjdvbv4y9yuidshdehc9ijjkas.png', 'name': 'highland film group', 'origin_country': 'us'}, {'id': 212168, 'logo_path': none, 'name': 'vx119 media capital', 'origin_country': ''}, {'id': 107035, 'logo_path': none, 'name': 'walk on water', 'origin_country': 'de'}, {'id': 26701, 'logo_path': none, 'name': 'ever so close', 'origin_country': ''}, {'id': 154050, 'logo_path': none, 'name': 'disrupting influence', 'origin_country': ''}]","[{'iso_3166_1': 'de', 'name': 'germany'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-02-08,160000,120,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'german', 'iso_639_1': 'de', 'name': 'deutsch'}]",released,love has a place,false,4.636,77
Untogether,https://www.nytimes.com/2019/02/07/movies/untogether-review.html,jemima kirke and lola kirke play damaged siblings in this exasperatingly affected romantic drama from emma forrest.,the new york times,"subject: movies;persons: dornan, jamie;persons: kirke, jemima;persons: kirke, lola;creative_works: untogether (movie);persons: forrest, emma;",2019-02-07t12:00:01+0000,269,"‘untogether’ review: adrift in los angeles, looking for love",none,none,untogether,none,none,none,by jeannette catsoulis,none,false,/8fngsigntpnu2nvyuftitwjllsg.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 18, 'name': 'drama'}]",,424651,tt6043072,en,untogether,"once considered a teen prodigy, a recovering addict sobers up and tries to get her writing career back on track. she begins a relationship with a rising author known for his wartime memoirs.",6.112,/kfypuqsaxqtsxqk837qpwrw3h8k.jpg,"[{'id': 7579, 'logo_path': none, 'name': 'redwire pictures', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2019-02-08,0,98,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,5.646,41
Cold War,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"in post-world war ii poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",the new york times,"subject: movies;creative_works: cold war (movie);persons: pawlikowski, pawel;persons: kot, tomasz;persons: kulesza, agata;persons: szyc, borys;persons: kulig, joanna;",2018-12-20t17:09:56+0000,981,‘cold war’ review: love without borders,critic’s pick,none,a resonating love shall guide you,none,none,none,by manohla dargis,none,false,/n7vcktvschpjreealiurk41mmot.jpg,none,4954500,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}, {'id': 10752, 'name': 'war'}, {'id': 10402, 'name': 'music'}]",https://www.curzonartificialeye.com/cold-war,440298,tt6543652,pl,zimna wojna,"a man and a woman meet in the ruins of post-war poland. with vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",13.304,/6rbs8opigumhqgix8ogvttlnglr.jpg,"[{'id': 20277, 'logo_path': '/aomeuwzlibjgxhfuzq7htvk7unb.png', 'name': 'protagonist pictures', 'origin_country': 'gb'}, {'id': 6477, 'logo_path': '/tn6i5fofcfcryr3zvizvvydolwu.png', 'name': 'opus film', 'origin_country': 'pl'}, {'id': 6274, 'logo_path': '/7mauxkvk7nbkils08jwlcjxwkzj.png', 'name': 'mk2 films', 'origin_country': 'fr'}, {'id': 6705, 'logo_path': '/e8exnsfwr5e9d3tr8dhkbqnqk4w.png', 'name': 'film4 productions', 'origin_country': 'gb'}, {'id': 201, 'logo_path': '/6uipeurdjnmcjpwgtdrzvruwadr.png', 'name': 'arte', 'origin_country': 'fr'}, {'id': 7281, 'logo_path': '/lkqiuaktm2sg3umwtbscmqyzlx5.png', 'name': 'bfi', 'origin_country': 'gb'}, {'id': 310, 'logo_path': '/4gp5a4ydjpbfsht47nghmaxwmb9.png', 'name': 'cnc', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'pl', 'name': 'poland'}, {'iso_3166_1': 'gb', 'name': 'united kingdom'}]",2018-06-08,18754051,88,"[{'english_name': 'german', 'iso_639_1': 'de', 'name': 'deutsch'}, {'english_name': 'croatian', 'iso_639_1': 'hr', 'name': 'hrvatski'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'italian', 'iso_639_1': 'it', 'name': 'italiano'}, {'english_name': 'polish', 'iso_639_1': 'pl', 'name': 'polski'}, {'english_name': 'russian', 'iso_639_1': 'ru', 'name': 'pусский'}]",released,,false,7.5,1406
If Beale Street Could Talk,https://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html,"the couple in this adaptation of james baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.",the new york times,"subject: movies;creative_works: if beale street could talk (movie);persons: jenkins, barry;persons: baldwin, james (1924-87);persons: james, stephan (1993- );persons: layne, kiki;persons: wittrock, finn;",2018-12-12t21:30:02+0000,1057,‘if beale street could talk’ review: trusting love in a world ruled by hate,critic’s pick,none,love is forced to live in a nightmare,none,none,none,by manohla dargis,none,false,/kymfmqmvjspsdewlsqzci62sb1y.jpg,none,12000000,"[{'id': 10749, 'name': 'romance'}, {'id': 18, 'name': 'drama'}]",http://www.bealestreet.movie,465914,tt7125860,en,if beale street could talk,"after her fiance is falsely imprisoned, a pregnant african-american woman sets out to clear his name and prove his innocence.",14.928,/qhuiotsi3kr4290tkrvyeriyvrv.jpg,"[{'id': 13184, 'logo_path': '/pfub1a62jsmiqp4xmaq6z2cgw0b.png', 'name': 'annapurna pictures', 'origin_country': 'us'}, {'id': 81, 'logo_path': '/8wofuha7vwu2gbpjqy7vv3eif0o.png', 'name': 'plan b entertainment', 'origin_country': 'us'}, {'id': 103697, 'logo_path': '/9gsomzlpj1llr7kupysq7nsfchh.png', 'name': 'pastel', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-12-14,20572691,120,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,trust love all the way,false,6.951,1068
Asher,https://www.nytimes.com/2018/12/06/movies/asher-review.html,ron perlman and famke janssen star in this film that finds a hired killer dealing with his own mortality.,the new york times,"subject: movies;creative_works: asher (movie);persons: caton-jones, michael;persons: perlman, ron;persons: janssen, famke;",2018-12-06t12:00:04+0000,259,‘asher’ review: an aging hit man finds love,none,none,asher,none,none,none,by glenn kenny,none,false,/rng9vfek4rr41ka7b6ylqdihfvf.jpg,none,0,"[{'id': 53, 'name': 'thriller'}, {'id': 28, 'name': 'action'}, {'id': 18, 'name': 'drama'}]",,529982,tt6131450,en,asher,"asher is a former mossad agent turned gun for hire, living an austere life in an ever-changing brooklyn. approaching the end of his career, he breaks the oath he took as a young man when he meets sophie on a hit gone wrong. in order to have love in his life before it's too late, he must kill the man he was, for a chance at becoming the man he wants to be.",12.981,/o5p4ev49kvr4itgwy3ohyqnrsz8.jpg,"[{'id': 92475, 'logo_path': none, 'name': 'mensch productions', 'origin_country': ''}, {'id': 59824, 'logo_path': '/otlll9knjtibirggi3mjhzrp72e.png', 'name': 'wing and a prayer pictures', 'origin_country': ''}, {'id': 99435, 'logo_path': none, 'name': 'link entertainment', 'origin_country': ''}, {'id': 36956, 'logo_path': none, 'name': 'bullet pictures', 'origin_country': 'us'}, {'id': 12142, 'logo_path': '/rpneemwxji6rymgqkwqiwwijxxi.png', 'name': 'xyz films', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-12-07,0,117,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,some things get better with age,false,5.77,135
